   1.1890490e+01   1.4102674e+01  -1.1522754e-01   0.0000000e+00  -3.4075451e+01   0.0000000e+00   0.0000000e+00   4.6949972e-03
   1.1889949e+01   1.4102674e+01  -2.7521169e-01   0.0000000e+00  -3.3990482e+01   0.0000000e+00   4.6949972e-03   4.6949972e-03
   1.1888657e+01   1.4102674e+01  -4.3479691e-01   0.0000000e+00  -3.3905514e+01   0.0000000e+00   9.3899944e-03   4.6949972e-03
   1.1886616e+01   1.4102674e+01  -5.9398320e-01   0.0000000e+00  -3.3820546e+01  -6.4468791e-10   1.4084992e-02   4.6949972e-03
   1.1883827e+01   1.4102674e+01  -7.5277057e-01  -3.0268079e-12  -3.3735578e+01   1.9340637e-09   1.8779989e-02   4.6949972e-03
   1.1880293e+01   1.4102674e+01  -9.1115901e-01   6.0536159e-12  -3.3650609e+01  -6.4468791e-10   2.3474986e-02   4.6949972e-03
   1.1876015e+01   1.4102674e+01  -1.0691485e+00   3.0268079e-12  -3.3565641e+01  -6.4468791e-10   2.8169983e-02   4.6949972e-03
   1.1870995e+01   1.4102674e+01  -1.2267391e+00   0.0000000e+00  -3.3480673e+01   6.4468791e-10   3.2864980e-02   4.6949972e-03
   1.1865236e+01   1.4102674e+01  -1.3839308e+00   3.0268079e-12  -3.3395705e+01  -6.4468791e-10   3.7559978e-02   4.6949972e-03
   1.1858738e+01   1.4102674e+01  -1.5407235e+00   0.0000000e+00  -3.3310737e+01   6.4468791e-10   4.2254975e-02   4.6949972e-03
   1.1851504e+01   1.4102674e+01  -1.6971173e+00   3.0268079e-12  -3.3225768e+01  -1.9340637e-09   4.6949972e-02   4.6949972e-03
   1.1843536e+01   1.4102674e+01  -1.8531122e+00  -6.0536159e-12   8.1765801e+01   1.2893758e-09   5.1644969e-02   4.6949972e-03
   1.1834836e+01   1.4102674e+01  -1.4692220e+00   0.0000000e+00  -1.8611300e+01   0.0000000e+00   5.6339966e-02   4.6949972e-03
   1.1827938e+01   1.4102674e+01  -1.5566020e+00   0.0000000e+00  -1.8334811e+01   0.0000000e+00   6.1034963e-02   4.6949972e-03
   1.1820630e+01   1.4102674e+01  -1.6426839e+00   0.0000000e+00  -1.8098153e+01   5.4484159e-02   6.5729961e-02   4.6949972e-03
   1.1812917e+01   1.4102674e+01  -1.7276547e+00   2.5580297e-04  -1.8204298e+01   5.7283378e-01   7.0424958e-02   4.6949972e-03
   1.1804806e+01   1.4102676e+01  -1.8131238e+00   2.9452560e-03  -1.8668348e+01   1.5368162e+00   7.5119955e-02   4.6949972e-03
   1.1796294e+01   1.4102689e+01  -1.9007717e+00   1.0160604e-02  -1.9429864e+01   2.8203070e+00   7.9814952e-02   4.6949972e-03
   1.1787369e+01   1.4102737e+01  -1.9919948e+00   2.3401937e-02  -2.0428405e+01   4.2971818e+00   8.4509949e-02   4.6949972e-03
   1.1778017e+01   1.4102847e+01  -2.0879061e+00   4.3577193e-02  -2.1603531e+01   5.8413162e+00   8.9204947e-02   4.6949972e-03
   1.1768214e+01   1.4103052e+01  -2.1893346e+00   7.1002157e-02  -2.2894802e+01   7.3265859e+00   9.3899944e-02   4.6949972e-03
   1.1757935e+01   1.4103385e+01  -2.2968257e+00   1.0540046e-01  -2.4241778e+01   8.6268665e+00   9.8594941e-02   4.6949972e-03
   1.1747152e+01   1.4103880e+01  -2.4106408e+00   1.4590357e-01  -2.5584017e+01   9.6160335e+00   1.0328994e-01   4.6949972e-03
   1.1735834e+01   1.4104565e+01  -2.5307576e+00   1.9105082e-01  -2.6861081e+01   1.0167963e+01   1.0798494e-01   4.6949972e-03
   1.1723952e+01   1.4105462e+01  -2.6568703e+00   2.3878938e-01  -2.8040417e+01   1.0240580e+01   1.1267993e-01   4.6949972e-03
   1.1711478e+01   1.4106583e+01  -2.7885200e+00   2.8686887e-01  -2.9250031e+01   1.0240580e+01   1.1737493e-01   4.6949972e-03
   1.1698386e+01   1.4107930e+01  -2.9258488e+00   3.3494836e-01  -3.0524848e+01   1.0240580e+01   1.2206993e-01   4.6949972e-03
   1.1684649e+01   1.4109502e+01  -3.0691629e+00   3.8302786e-01  -3.1876928e+01   1.0240580e+01   1.2676492e-01   4.6949972e-03
