  -2.5713944e+01  -2.2895977e+00  -9.1811033e-02   7.2246636e-02  -1.8232831e+01   1.4984632e+01   0.0000000e+00   6.6843500e-03
  -2.5714557e+01  -2.2891148e+00  -2.1368566e-01   1.7240916e-01  -1.7180378e+01   1.4920985e+01   6.6843500e-03   6.6843500e-03
  -2.5715986e+01  -2.2879624e+00  -3.2852532e-01   2.7214624e-01  -1.6127926e+01   1.4857337e+01   1.3368700e-02   6.6843500e-03
  -2.5718182e+01  -2.2861432e+00  -4.3633002e-01   3.7145789e-01  -1.5075474e+01   1.4793690e+01   2.0053050e-02   6.6843500e-03
  -2.5721098e+01  -2.2836603e+00  -5.3709977e-01   4.7034409e-01  -1.4023022e+01   1.4730043e+01   2.6737400e-02   6.6843500e-03
  -2.5724689e+01  -2.2805163e+00  -6.3083455e-01   5.6880486e-01  -1.2970569e+01   1.4666396e+01   3.3421750e-02   6.6843500e-03
  -2.5728905e+01  -2.2767143e+00  -7.1753438e-01   6.6684018e-01  -1.1939613e+01   1.4828769e+01   4.0106100e-02   6.6843500e-03
  -2.5733702e+01  -2.2722569e+00  -7.9734293e-01   7.6596086e-01  -1.2146700e+01   2.2743864e+01   4.6790450e-02   6.6843500e-03
  -2.5739031e+01  -2.2671369e+00  -8.7853572e-01   9.1798881e-01  -1.6599048e+01   4.0177830e+01   5.3474800e-02   6.6843500e-03
  -2.5744904e+01  -2.2610008e+00  -9.8948957e-01   1.1865515e+00  -3.4094596e+01   5.3517152e+01   6.0159150e-02   6.6843500e-03
  -2.5751518e+01  -2.2530694e+00  -1.2173898e+00   1.5442789e+00  -6.9860530e+01   6.3384098e+01   6.6843500e-02   6.6843500e-03
  -2.5759655e+01  -2.2427469e+00  -1.6843620e+00   1.9679604e+00   5.2378691e+01  -7.3367624e+01   7.3527850e-02   6.6843500e-03
  -2.5770914e+01  -2.2295924e+00  -1.3342445e+00   1.4775455e+00  -1.8911054e+01   1.8818801e+01   8.0212200e-02   6.6843500e-03
  -2.5779833e+01  -2.2197160e+00  -1.4606526e+00   1.6033369e+00  -1.9045932e+01   1.9115658e+01   8.6896550e-02   6.6843500e-03
  -2.5789596e+01  -2.2089987e+00  -1.5879623e+00   1.7311127e+00  -1.9211476e+01   1.9433701e+01   9.3580900e-02   6.6843500e-03
  -2.5800211e+01  -2.1974273e+00  -1.7163785e+00   1.8610144e+00  -1.9452596e+01   1.9801018e+01   1.0026525e-01   6.6843500e-03
  -2.5811684e+01  -2.1849877e+00  -1.8464065e+00   1.9933713e+00  -1.9814202e+01   2.0245700e+01   1.0694960e-01   6.6843500e-03
  -2.5824026e+01  -2.1716633e+00  -1.9788515e+00   2.1287006e+00  -2.0308292e+01   2.0810025e+01   1.1363395e-01   6.6843500e-03
  -2.5837253e+01  -2.1574343e+00  -2.1145993e+00   2.2678021e+00  -2.0898502e+01   2.1495237e+01   1.2031830e-01   6.6843500e-03
  -2.5851388e+01  -2.1422755e+00  -2.2542922e+00   2.4114838e+00  -2.1578349e+01   2.2246914e+01   1.2700265e-01   6.6843500e-03
  -2.5866456e+01  -2.1261563e+00  -2.3985294e+00   2.5601900e+00  -2.2341830e+01   2.3010182e+01   1.3368700e-01   6.6843500e-03
  -2.5882489e+01  -2.1090431e+00  -2.5478700e+00   2.7139981e+00  -2.3182941e+01   2.3730168e+01   1.4037135e-01   6.6843500e-03
  -2.5899520e+01  -2.0909018e+00  -2.7028329e+00   2.8726188e+00  -2.4127133e+01   2.4368431e+01   1.4705570e-01   6.6843500e-03
  -2.5917586e+01  -2.0717002e+00  -2.8641071e+00   3.0355060e+00  -2.5321804e+01   2.4988558e+01   1.5374005e-01   6.6843500e-03
