-3.201605677604675293e-01 -4.623427093029022217e-01 -1.246957257390022278e-01 9.969476610422134399e-02
-3.239014446735382080e-01 -4.593518376350402832e-01 -1.336070001125335693e-01 1.137687861919403076e-01
-3.279096484184265137e-01 -4.559387862682342529e-01 -1.417232602834701538e-01 1.274957060813903809e-01
-3.321613669395446777e-01 -4.521139264106750488e-01 -1.490444839000701904e-01 1.408755183219909668e-01
-3.366326987743377686e-01 -4.478876590728759766e-01 -1.555707007646560669e-01 1.539082378149032593e-01
-3.412998020648956299e-01 -4.432704150676727295e-01 -1.613018959760665894e-01 1.665938496589660645e-01
-3.461388647556304932e-01 -4.382725954055786133e-01 -1.662380695343017578e-01 1.789323687553405762e-01
-3.511260151863098145e-01 -4.329046308994293213e-01 -1.703792363405227661e-01 1.909237653017044067e-01
-3.562373816967010498e-01 -4.271768927574157715e-01 -1.737253665924072266e-01 2.025680840015411377e-01
-3.614491522312164307e-01 -4.210998713970184326e-01 -1.762764900922775269e-01 2.138652801513671875e-01
-3.667374551296234131e-01 -4.146839082241058350e-01 -1.780325770378112793e-01 2.248153984546661377e-01
-3.720784187316894531e-01 -4.079394340515136719e-01 -1.789936572313308716e-01 2.354183942079544067e-01
-3.774482309818267822e-01 -4.008768796920776367e-01 -1.791597157716751099e-01 2.456742972135543823e-01
-3.828230202198028564e-01 -3.935066759586334229e-01 -1.785307675600051880e-01 2.555831074714660645e-01
-3.881789445877075195e-01 -3.858391642570495605e-01 -1.771067827939987183e-01 2.651447951793670654e-01
-3.934921622276306152e-01 -3.778848350048065186e-01 -1.748877763748168945e-01 2.743594050407409668e-01
-3.987388014793395996e-01 -3.696540296077728271e-01 -1.718737632036209106e-01 2.832268774509429932e-01
-4.038949906826019287e-01 -3.611572384834289551e-01 -1.680647283792495728e-01 2.917472720146179199e-01
-4.089369475841522217e-01 -3.524048030376434326e-01 -1.634606719017028809e-01 2.999205589294433594e-01
-4.138407707214355469e-01 -3.434072136878967285e-01 -1.580615937709808350e-01 3.077467679977416992e-01
-4.185826182365417480e-01 -3.341748118400573730e-01 -1.507964730262756348e-01 3.187825381755828857e-01
-4.231064915657043457e-01 -3.246113359928131104e-01 -1.432643979787826538e-01 3.278579711914062500e-01
-4.274044334888458252e-01 -3.147755861282348633e-01 -1.349311172962188721e-01 3.364436626434326172e-01
-4.314523637294769287e-01 -3.046822845935821533e-01 -1.258170753717422485e-01 3.444234132766723633e-01
-4.352268874645233154e-01 -2.943495810031890869e-01 -1.159485876560211182e-01 3.516767919063568115e-01
-4.387053251266479492e-01 -2.837992608547210693e-01 -1.053524613380432129e-01 3.580850958824157715e-01
-4.418659210205078125e-01 -2.730567157268524170e-01 -9.405709058046340942e-02 3.635348975658416748e-01
-4.446876347064971924e-01 -2.621506750583648682e-01 -8.209018409252166748e-02 3.679197132587432861e-01
-4.471503198146820068e-01 -2.511130869388580322e-01 -6.947596371173858643e-02 3.711374700069427490e-01
-4.492346048355102539e-01 -2.399789541959762573e-01 -5.623482167720794678e-02 3.731002509593963623e-01
-4.509216547012329102e-01 -2.287859469652175903e-01 -4.238999634981155396e-02 3.737291991710662842e-01
-4.521933495998382568e-01 -2.175740748643875122e-01 -2.793435752391815186e-02 3.728388547897338867e-01
-4.530313909053802490e-01 -2.063889056444168091e-01 -1.296212244778871536e-02 3.704334199428558350e-01
-4.534202516078948975e-01 -1.952759027481079102e-01 2.486219862475991249e-03 3.664841651916503906e-01
-4.533456563949584961e-01 -1.842813789844512939e-01 1.836606487631797791e-02 3.610116243362426758e-01
-4.527946710586547852e-01 -1.734510213136672974e-01 3.463797643780708313e-02 3.540467619895935059e-01
-4.517555534839630127e-01 -1.628296226263046265e-01 5.126257985830307007e-02 3.456522524356842041e-01
-4.502176642417907715e-01 -1.524600535631179810e-01 6.819344311952590942e-02 3.359203934669494629e-01
-4.481718540191650391e-01 -1.423824429512023926e-01 8.537777513265609741e-02 3.249693512916564941e-01
-4.456105232238769531e-01 -1.326333582401275635e-01 1.027595251798629761e-01 3.129313290119171143e-01
-4.425277411937713623e-01 -1.232454255223274231e-01 1.202745065093040466e-01 2.999413013458251953e-01
-4.389195144176483154e-01 -1.142471805214881897e-01 1.378536224365234375e-01 2.861450910568237305e-01
-4.347839057445526123e-01 -1.056628301739692688e-01 1.554165631532669067e-01 2.717074453830718994e-01
-4.301213920116424561e-01 -9.751160442829132080e-02 1.728707104921340942e-01 2.568082809448242188e-01
-4.249352812767028809e-01 -8.980736136436462402e-02 1.901159733533859253e-01 2.416409403085708618e-01
-4.192318022251129150e-01 -8.255813270807266235e-02 2.070478498935699463e-01 2.264076769351959229e-01
-4.130203723907470703e-01 -7.576590031385421753e-02 2.235506922006607056e-01 2.113137990236282349e-01
-4.063138365745544434e-01 -6.942648440599441528e-02 2.395053207874298096e-01 1.965630054473876953e-01
-3.991286754608154297e-01 -6.352959573268890381e-02 2.547943890094757080e-01 1.823500990867614746e-01
